rank,tier,objname,ra,dec,glat,glon,dist_best,dist_source,M_Ks,log_L_K,L_K,m_Ks,m_W1,m_W2,dm_trgb,dm_sbf,dm_tf,dm_fp,ttype_lvg,bmag,kmag,z,has_ls_dr10
373,1,NGC 4434,186.9028623,8.1543881,70.2049973740694,285.2739069316842,22.366601494661772,CF4,-22.537,10.3268,21222668969.00784,9.211,9.033205,9.04968,,31.754,,31.466,,,,0.0035689999349415,True
374,1,NGC 3686,171.9332735,17.2241934,68.28368150023174,235.71284339684473,16.028697967529297,NED-LVS,-22.536491227340463,10.326596490936186,21212726421.047592,8.488,8.273971,8.192871,,,,,,,,0.0038590000476688,True
375,1,NGC 2748,138.4291646,76.475383,34.36133095825791,136.2548531927978,18.238957023196377,CF4,-22.527,10.3228,21028098370.377445,8.778,8.449308,8.279702,,,31.305,,,,,0.0049234060570597,True
376,1,NGC 7218,332.5489693,-16.6609697,-51.34331210005429,40.10015482713807,22.646443075930584,CF4,-22.525999999999996,10.3224,21008739692.409912,9.249,8.991917,8.803981,,,31.775,,,,,0.0055340002290904,True
377,1,NGC 3344,160.8795957,24.9225021,61.25480870216447,210.0391402626916,9.82,LVG,-22.52355743893475,10.3214229755739,20961529834.91419,7.437,6.5696454,6.5463657,29.91,,,,4.0,10.5,7.4,0.0019349999492987,True
378,1,NGC 4262,184.877409,14.8776461,75.67209961347665,270.0903274022611,14.989943641122064,CF4,-22.522999999999996,10.3212,20950770523.651764,8.356,8.311457,8.33649,,30.864,,31.666,,,,0.0045329998247325,True
379,1,NGC 3044,148.420297,1.579663541,40.37403544646087,236.19693609067508,19.90673338987187,CF4,-22.513000000000005,10.317200000000003,20758692704.952133,8.982,8.626672,8.3792305,,,31.495,,,,,0.0043000001460313,True
380,1,NGC 3621,169.5687958,-32.8138147,26.09898073665251,281.2141081701186,6.64,LVG,-22.51284039684009,10.317136158736036,20755641402.589573,6.598,6.3058414,6.1224084,,,,,7.0,10.2,6.6,0.0024029957130551,True
381,1,NGC 4027,179.8753715,-19.2653021,41.92986412491278,286.3675092430751,15.779539108276367,NED-LVS,-22.49447157052179,10.309788628208716,20407444694.5895,8.496,8.071554,7.9090595,,,,,,,,0.0055740000680089,True
382,1,NGC 4539,188.6448442,18.2026976,80.26638400241143,278.5421472565542,24.399999618530273,NED-LVS,-22.489949097744837,10.307979639097937,20322617307.66248,9.447,9.29008,9.279053,,,,,,,,0.0046600000932812,True
383,1,NGC 2549,124.7431906,57.8030896,34.2367688720823,159.6637057689851,12.78792262935846,CF4,-22.488,10.307200000000002,20286167169.66301,8.046,7.8753843,7.8906994,,30.534,,,,,,0.0035059999208897,True
384,1,NGC 4314,185.63260208333,29.89588694444,83.07467793233651,187.68603470973108,9.699999809265137,NED-LVS,-22.47985862863272,10.303943451453089,20134620642.44827,7.454,7.2630553,7.278005,,,,,,,,0.0032120000105351,True
385,1,NGC 5475,211.3017503,55.7418465,58.44516799441204,103.03722159911156,23.767559051513672,NED-LVS,-22.47692290803248,10.302769163212991,20080252206.444817,9.403,9.293789,9.286496,,,,,,,,0.0054945414885878,True
386,1,WISEA J053149.12-672133.6,82.9547028,-67.3593524,-32.51264568605213,277.5135850636898,19.823652267456055,NED-LVS,-22.47491835505463,10.301967342021854,20043213011.985733,9.011,8.801,8.826,,,,,,,,0.00458599999547,True
387,1,NGC 5273,205.534906,35.654301,76.24571058011281,74.34998876650928,16.85776517828977,CF4,-22.469,10.299600000000002,19934254564.981007,8.665,8.544055,8.484954,,31.134,,,,,,0.0036110300570726,True
388,1,NGC 5690,219.421144,2.291012,54.45357386465883,353.1553562749795,19.364219639466057,CF4,-22.469,10.299600000000002,19934254564.981007,8.966,8.508759,8.340046,,,31.435,,,,,0.0058439997956156,True
389,1,NGC 4771,193.3385648,1.2692928,64.13695459613038,304.02997541281184,19.724227361148554,CF4,-22.468000000000004,10.299200000000004,19915902890.57624,9.007,8.815671,8.714565,,,31.475,,,,,0.0037546698004007,True
390,1,ESO 121- G 006,91.8740155,-61.8076881,-28.816872492215147,270.97210257477974,19.453600816226633,CF4,-22.464,10.2976,19842664984.84647,8.981,8.3808775,8.186239,,,31.445,,,,,0.0040389997884631,True
391,1,NGC 0274,12.7576681,-7.0569855,-69.9285002905845,122.6375163913888,21.379620895022303,CF4,-22.46,10.296,19769696401.11866,9.19,9.068024,9.075804,,31.474,,32.086,,,,0.0058410000056028,True
392,1,NGC 0148,8.5646356,-31.7859595,-84.02820368219085,340.6560457266226,20.03551483154297,NED-LVS,-22.454002532602154,10.293601013040863,19660792199.75287,9.055,8.936605,8.9619255,,,,,,,,0.0062279999256134,True
393,1,NGC 0918,36.4615202,18.4963855,-38.958175436670906,152.16039753261646,20.0354914640076,CF4,-22.453000000000003,10.293200000000002,19642646458.79866,9.056,8.581866,8.566239,,,31.115,,,,,0.0050374851562082,True
394,1,NGC 4457,187.2459181,3.570573,65.83891738049856,289.1325023885055,11.112564086914062,NED-LVS,-22.45207139295676,10.292828557182704,19625853704.05486,7.777,7.4364457,7.4429793,,,,,,,,0.0029420000500977,True
395,1,NGC 1172,45.4002937,-14.836512,-57.353399391646455,197.48402093737909,21.517905703397552,CF4,-22.449,10.291600000000004,19570413414.806877,9.215,8.869194,8.908525,,31.664,,,,,,0.0051070000045001,True
396,1,NGC 1366,53.4736981,-31.1941311,-54.49755649537214,229.4242908347232,19.480495532907653,CF4,-22.44,10.288000000000002,19408858775.92787,9.008,8.917594,8.951408,,31.624,,30.926,,,,0.0041060000658035,True
397,1,MCG -01-42-004,250.5129963,-5.0326203,25.743394940542615,12.047634058953708,20.844908830972877,CF4,-22.439,10.2876,19390990786.14855,9.156,8.915344,8.812161,,,31.595,,,,,0.0052200001664459,True
398,1,NGC 4145,182.5062525,39.8838374,74.62295220162213,154.26825487450557,15.240527537972907,CF4,-22.432,10.2848,19266374595.240833,8.483,8.366213,8.297592,,,30.915,,,,,0.0033660000190138,True
399,1,NGC 4342,185.9124732,7.0540018,68.86988115115743,283.4820541518428,19.534396563982572,CF4,-22.431,10.284400000000002,19248637777.825382,9.023,8.933816,8.971271,,31.454,,,,,,0.0025380000006407,True
400,1,NGC 5574,215.2331728,3.2380438,57.93351647486856,348.64348140141027,24.705861360384304,CF4,-22.426,10.2824,19160198320.684616,9.538,9.395908,9.442582,,31.964,,,,,,0.0052795703522861,True
401,1,IC 2056,64.1019068,-60.2065171,-42.26417134100208,271.3603282234938,20.60054397583008,NED-LVS,-22.41739344227832,10.278957376911327,19008917110.04432,9.152,8.838739,8.7001915,,,,,,,,0.0037789999041706,True
402,1,IC 0335,53.8795069,-34.4470298,-54.2583224319458,235.02633108803093,20.558905959841425,CF4,-22.411000000000005,10.276400000000002,18897310544.316875,9.154,9.061887,9.069455,,31.584,,30.586,,,,0.0054771224968135,True
403,1,NGC 6217,248.1633145,78.1981607,33.364194836474205,111.31650166242288,16.489727020263672,NED-LVS,-22.410067330807657,10.276026932323065,18881084345.57308,8.676,8.301138,8.141693,,,,,,,,0.0045164576731622,True
404,1,NGC 4818,194.2036788,-8.5252517,54.32269417056057,305.2116452383155,11.721953655481297,CF4,-22.41,10.276000000000002,18879913490.963005,7.935,7.7902417,7.673252,,,30.345,,,,,0.0035520000383257,True
405,1,NGC 4492,187.7488131,8.0779691,70.34405321367004,287.73141110059817,19.816152572631836,NED-LVS,-22.407096687004017,10.274838674801607,18829495097.292725,9.078,8.680144,8.732609,,,,,,,,0.0058039999566972,True
406,1,NGC 0864,33.865158,6.002486,-51.133085399411414,157.55028986606885,15.381546403030342,CF4,-22.406999999999996,10.2748,18827818367.34672,8.528,8.33906,8.274969,,,30.935,,,,,0.0050935237668454,True
407,1,NGC 4490,187.65099583333,41.64389777778,74.86934309290888,137.99595084057614,8.91,LVG,-22.397388520184375,10.270955408073752,18661880669.56216,7.352,7.0190167,6.823007,29.2,,,,7.0,9.8,7.4,0.0018850000342354,True
408,1,NGC 4377,186.3014062,14.7621804,76.2080895282707,275.334032706124,17.587333541355722,CF4,-22.397,10.2708,18655203891.006016,8.829,8.638818,8.652772,,31.224,,31.336,,,,0.0044630002230405,True
409,1,NGC 3486,165.0995622,28.9751142,65.48746047217983,202.0761480444823,11.994993031493788,CF4,-22.392999999999994,10.269199999999998,18586602026.8853,8.002,7.7920303,7.7183623,,,30.395,,,,,0.0022619999945163,True
410,1,NGC 1546,63.6516446,-56.0610241,-43.82039526704369,266.09156064355875,12.274067878723145,NED-LVS,-22.39194260356855,10.26877704142742,18568509382.03461,8.053,7.7190337,7.61382,,,,,,,,0.0042840000241994,True
411,1,NGC 4580,189.4514131,5.3685785,67.99939639088355,293.84160378941226,17.09228005234333,CF4,-22.39,10.268,18535316234.148144,8.774,8.685462,8.658232,,31.174,31.095,,,,,0.0034533904399722,True
412,1,IC 0210,32.367734,-9.680031,-64.63866351833651,173.1554744569244,22.43881923782765,CF4,-22.382000000000005,10.264800000000005,18399244897.966835,9.373,9.040153,8.869791,,,31.755,,,,,0.0064409999176859,True
413,1,UGCA 348,199.9667339,-22.2789394,40.117031604450666,311.54228076826547,20.095722198486328,NED-LVS,-22.377518092247502,10.263007236899004,18323449555.358093,9.138,9.395707,9.254826,,,,,,,,0.0054270001128315,True
414,1,NGC 1703,73.2173442,-59.7422835,-38.000047273668216,269.1686420134859,17.399999618530273,NED-LVS,-22.376746193806618,10.262698477522648,18310427224.954308,8.826,8.708383,8.601988,,,,,,,,0.0050900001078844,True
415,1,NGC 1255,48.3831896,-25.7250234,-58.262724320639784,218.6018308636472,14.092887984218756,CF4,-22.369,10.2596,18180256237.742664,8.376,8.427168,8.279845,,,30.745,,,,,0.0056239999830722,True
416,1,NGC 3501,165.697147,17.989372,63.374344434388,227.2720509327012,22.646443075930584,CF4,-22.366999999999997,10.2588,18146797793.96932,9.408,9.044291,8.974068,,,31.775,,,,,0.0037690000608563,True
417,1,NGC 4684,191.8229493,-2.7274222,60.12758714166007,300.8528508204946,14.151419329314304,CF4,-22.366000000000007,10.258400000000004,18130091670.170357,8.388,8.287215,8.245036,,30.754,,,,,,0.005204000044614,True
418,1,NGC 3495,165.3174622,3.6281141,54.72609420418856,249.88714540100176,18.15515662773137,CF4,-22.364000000000004,10.257600000000004,18096725547.88806,8.931,8.538564,8.436451,,,31.295,,,,,0.0037630000151693,True
419,1,NGC 4298,185.3865272,14.606049,75.67251327332313,272.3626875060221,14.655478409559104,CF4,-22.363999999999997,10.2576,18096725547.887913,8.466,8.153675,8.076779,30.81,30.914,30.605,,,,,0.0037492604460567,True
420,1,NGC 3084,149.7767201,-27.128693,21.751529673388916,262.0495121872916,22.8142032623291,NED-LVS,-22.36302653279829,10.257210613119318,18080507360.094765,9.428,9.082029,9.090308,,,,,,,,0.0084790000692009,True
421,1,NGC 2782,138.52126125,40.1137006666667,43.677818145220826,182.15096272560325,17.60616111755371,NED-LVS,-22.35732335927696,10.254929343710783,17985782768.14725,8.871,8.439848,8.238627,,,,,,,,0.0085330000147223,True
422,1,NGC 3511,165.8492042,-23.0865431,33.4088951056838,272.90039146042164,12.161860006463684,CF4,-22.357,10.2548,17980426951.77442,8.068,7.8411846,7.7102013,,,30.425,,,,,0.003698999993503,True
423,1,NGC 5480,211.58995,50.7250646,62.442516519398275,96.86670792054832,23.06406593322754,NED-LVS,-22.355679354496136,10.254271741798457,17958569585.25656,9.459,9.142761,8.983097,,,,,,,,0.0063729998655617,True
424,1,NGC 5879,227.4446804,57.0002621,51.39647690353503,93.2296485905784,16.943378004473278,CF4,-22.353,10.2532,17914306484.060318,8.792,8.464721,8.370699,,,31.145,,,,,0.002568443538621,True
425,1,NGC 4307,185.523384,9.043691,70.63142754512629,280.58376935131696,16.398344276265377,CF4,-22.35,10.252,17864875748.520535,8.724,8.4460335,8.383272,,31.004,31.545,,,,,0.0035204093437641,True
426,1,NGC 4085,181.3447645,50.3528545,65.16716844979727,140.5865904637575,19.633602768360465,CF4,-22.341,10.248400000000002,17717400399.43131,9.124,8.814906,8.647995,,,31.465,,,,,0.0025353960227221,True
427,1,NGC 3512,166.0122705,28.0369135,66.23466872306325,204.47888313014855,25.0,NED-LVS,-22.337700043360183,10.247080017344077,17663632373.81348,9.652,9.447253,9.36691,,,,,,,,0.004579999949783,True
428,1,NGC 3936,178.0857045,-26.9059872,34.12940424390334,286.98706567702345,19.098532585662387,CF4,-22.332,10.2448,17571142465.951004,9.073,8.741836,8.663054,,,31.405,,,,,0.006715000141412,True
429,1,NGC 7690,353.2607629,-51.6982682,-61.34175346630868,328.62193958726243,22.961486481123615,CF4,-22.318,10.2392,17346026278.792873,9.487,9.229372,9.188966,,,31.805,,,,,0.0050739999860525,True
430,1,NGC 3917,177.6895411,51.8246185,62.79377547400578,143.64956879150742,17.179083871575884,CF4,-22.313,10.2372,17266328527.43242,8.862,8.720513,8.620456,,,31.175,,,,,0.003218000056222,True
431,1,NGC 1253,48.5378153,-2.8226316,-48.11775449679013,183.6901040336632,20.558905959841425,CF4,-22.303000000000004,10.233200000000004,17108029875.993427,9.262,8.66969,8.580046,,,31.565,,,,,0.0057129999622702,True
432,1,NGC 4486A,187.74056,12.270419,74.38594431040087,284.0318009386152,18.314708046613507,CF4,-22.302,10.2328,17092280052.343355,9.012,8.946011,9.024143,,31.314,,,,,,0.0025279999244958,True
433,1,NGC 7552,349.0447029,-42.5846894,-65.2358897220777,348.1450924816987,9.276965141296388,NED-LVS,-22.30102962357641,10.232411849430566,17077010656.443092,7.536,7.164669,6.777232,,,,,,,,0.0053650001063942,True
434,1,NGC 7137,327.0543782,22.1597122,-23.740403166857913,76.42994266753063,17.103389739990234,NED-LVS,-22.299410961165485,10.231764384466196,17051570480.021885,8.866,9.1982565,9.099866,,,,,,,,0.0056469999253749,True
435,1,NGC 0701,27.76601,-9.70262,-67.60569309008578,164.65707442325498,19.66980253218392,CF4,-22.299,10.2316,17045117524.684748,9.17,8.839559,8.661948,,,31.475,,,,,0.0061039999127388,True
436,1,IC 2158,91.3248417,-27.8569682,-21.740604889666145,234.0886758736667,23.896289825439453,NED-LVS,-22.29665238477852,10.230660953911409,17008301816.554228,9.595,9.416881,9.373918,,,,,,,,0.0051970002241432,True
437,1,NGC 5854,226.9487578,2.568629,49.1786908979806,1.862027643005198,16.624210357666016,NED-LVS,-22.28770512838612,10.22708205135445,16868716963.346838,8.816,8.729009,8.7822695,,,,,,,,0.0055470000952482,True
438,1,NGC 0337,14.95836,-7.578039,-70.34869768862141,129.12930375080748,18.92343618644977,CF4,-22.284999999999997,10.226,16826740610.70464,9.1,8.781591,8.515408,,,31.385,,,,,0.0055040000006556,True
439,1,NGC 4440,186.97318,12.2932825,74.17147564513266,281.3785136170728,17.299999237060547,NED-LVS,-22.284230419880856,10.225692167952344,16814817883.34397,8.906,8.738307,8.77237,,,,,,,,0.0024119999725371,True
440,1,NGC 4517,188.1898049,0.1153083,62.616731221710864,292.73668936996654,8.36,LVG,-22.282031387195083,10.224812554878037,16780795886.472336,7.329,6.976829,6.868322,29.56,,29.985,,7.0,11.1,7.3,0.0037559999618679,True
441,1,NGC 4245,184.40328,29.6079909,82.15943427265185,192.52078733285376,13.11928653717041,NED-LVS,-22.278551087776293,10.22342043511052,16727091597.635645,8.311,8.129795,8.135411,,,,,,,,0.0028987911064177,True
442,1,NGC 4123,182.0463168,2.8783395,63.634604305792976,277.97633537334434,16.36278533935547,NED-LVS,-22.277286164937543,10.222914465975018,16707615264.734415,8.792,8.522524,8.418704,,,,,,,,0.0044260001741349,True
443,1,NGC 4586,189.6183165,4.3191926,66.98203377472154,294.64198360839987,14.092887984218756,CF4,-22.276999999999997,10.2228,16703212258.1504,8.468,8.459446,8.432237,,,30.745,,,,,0.0026026621926575,True
444,1,NGC 4266,184.926058,5.538407,67.12623945617266,282.2348315497188,22.199169158935547,NED-LVS,-22.2746836027843,10.221873441113722,16667614264.83321,9.457,9.362914,9.355575,,,,,,,,0.0051333894953131,True
445,1,NGC 4634,190.6706488,14.2956494,77.00606841960587,293.4578335862123,20.200000762939453,NED-LVS,-22.272756929248068,10.221102771699227,16638063278.871029,9.254,8.883348,8.678007,,,,,,,,0.0004640000115614,True
446,1,NGC 7632,350.5037829,-42.4805339,-66.20339487392184,346.97659496754034,19.299999237060547,NED-LVS,-22.269786459199388,10.219914583679756,16592605347.263489,9.158,8.887042,8.807052,,,,,,,,0.0051199998706579,True
447,1,NGC 2090,86.7579095,-34.250224,-27.42958362366,239.4553422805915,11.593111157416567,CF4,-22.269000000000005,10.219600000000003,16580590751.089302,8.052,7.724325,7.7125044,,,30.485,,,,,0.0030749998986721,True
448,1,NGC 4421,186.760576,15.461438,77.02932005591236,275.7883692381986,16.323000728189953,CF4,-22.268,10.2192,16565326493.18021,8.796,8.446957,8.466787,,31.064,,,,,,0.0051742899231612,True
449,1,NGC 5770,223.3125259,3.9597544,52.83189831342486,359.7468903639029,19.534396563982572,CF4,-22.262,10.2168,16474035594.357565,9.192,9.102783,9.141565,,31.454,,,,,,0.0049069998785853,True
450,1,IC 1993,56.7700821,-33.7097232,-51.85277327964856,233.8629249997823,15.558372497558594,NED-LVS,-22.25482082564081,10.213928330256325,16365464269.496197,8.705,8.596982,8.604852,,,,,,,,0.0036019999533891,True
451,1,NGC 3599,168.8623216,18.1104241,66.13836397022759,230.08138477330456,20.174370856119253,CF4,-22.253,10.2132,16338041693.006832,9.271,8.975587,9.017449,,31.524,,,,,,0.0027989998925477,True
452,1,NGC 7457,345.2496274,30.1449596,-26.93580609249876,96.21781921421152,12.2687410463834,CF4,-22.252,10.2128,16323000728.190004,8.192,8.043189,8.039062,,30.444,,,,,,0.0028150000143796,True
453,1,IC 5270,344.4789022,-35.858153,-64.38516169143755,5.943015200418675,23.48551024058882,CF4,-22.249,10.2116,16277960863.938002,9.605,9.120846,8.961756,,,31.875,,,,,0.0066160000860691,True
454,1,NGC 1511,59.903981,-67.634193,-40.72678149009896,281.3709907004725,14.962356560944336,CF4,-22.248,10.2112,16262975210.134089,8.627,7.9684777,7.723863,,,30.875,,,,,0.0044740000739693,True
455,1,NGC 4474,187.4731494,14.0686059,76.00655371750204,280.8114635185449,15.45254439538414,CF4,-22.245,10.21,16218100973.58933,8.7,8.544881,8.575305,,30.964,,30.196,,,,0.005373999942094,True
456,1,ESO 293-IG 034,1.5826597,-41.5005556,-72.90811304729634,332.82035240850087,21.51885223388672,NED-LVS,-22.242095516713658,10.208838206685463,16174773457.2642,9.422,8.930943,8.611551,,,,,,,,0.0050429999828338,True
457,1,NGC 4694,192.0626759,10.9837975,73.83814587515681,300.12075458431224,17.330057353270814,CF4,-22.239000000000004,10.207600000000005,16128723621.704126,8.955,8.78429,8.737873,,31.194,,,,,,0.0038689998909831,True
458,1,NGC 4571,189.2349829,14.2173964,76.65384560618408,287.5366565552689,14.15793779957081,CF4,-22.236999999999995,10.2068,16099040762.157036,8.518,8.145063,8.111784,,,30.755,,,,,0.0011069929460063,True
459,1,NGC 4379,186.3114627,15.6074429,76.97214532461966,273.7740166834444,15.805200152842568,CF4,-22.229,10.203600000000002,15980854594.730972,8.765,8.634322,8.695144,,31.004,,30.506,,,,0.0035820000339299,True
460,1,NGC 3156,153.1719249,3.129381,45.13339730254303,238.2593534742251,22.636016404497504,CF4,-22.226,10.2024,15936758810.2877,9.548,9.421936,9.450745,,31.774,,,,,,0.0044630002230405,True
461,1,NGC 3507,165.8557104,18.1354732,63.57255796936624,227.11720857576813,13.232585906982422,NED-LVS,-22.224223610730967,10.201689444292388,15910705759.16941,8.384,7.912849,7.9012575,,,,,,,,0.0032659999560564,True
462,1,IC 1970,54.1312615,-43.9566705,-52.942038866953794,250.9361637018918,18.15515662773137,CF4,-22.213,10.197200000000002,15747078772.89856,9.082,8.711804,8.557868,,,31.295,,,,,0.0041459999047219,True
463,1,NGC 4790,193.7164836,-10.2478334,52.61466846528885,304.32096298135133,24.945947269429535,CF4,-22.21,10.196000000000002,15703628043.33558,9.775,9.505075,9.354354,,,31.985,,,,,0.0044829999096691,True
464,1,NGC 3448,163.66333333333,54.30486111111,55.44988994376851,153.05506755194327,21.637147217791068,CF4,-22.205999999999996,10.1944,15645880180.405527,9.47,9.156109,8.995404,,,32.575,,,,,0.004503000061959,True
465,1,NGC 7267,336.0909079,-33.69408,-57.793196571452306,12.068023537433332,21.251996994018555,NED-LVS,-22.205998729045348,10.19439949161814,15645861865.4664,9.431,9.131922,9.093485,,,,,,,,0.0111910002306103,True
466,1,NGC 4551,188.9082418,12.2639451,74.68079134955538,288.1662255479398,16.413454667021412,CF4,-22.204,10.193600000000002,15617085932.653805,8.872,8.816886,8.865737,,31.084,,30.676,,,,0.0039229998365044,True
467,1,NGC 4550,188.877447,12.2208355,74.63186285368228,288.09351992771553,15.086899592499597,CF4,-22.201,10.1924,15573993890.80859,8.692,8.564618,8.548216,,30.914,,29.826,,,,0.0015310000162571,True
468,1,NGC 3098,150.569575,24.711166,52.064264133746605,206.80374985370025,18.212417602539062,NED-LVS,-22.19683799963668,10.190735199854672,15514407694.969969,9.105,9.012371,9.035809,,,,,,,,0.0046600000932812,True
469,1,NGC 5356,208.743218,5.333649,63.46829381597582,340.5244346268604,23.173946499684774,CF4,-22.188,10.187200000000002,15388631498.199636,9.637,9.124254,9.10759,,,31.825,,,,,0.0045719998888671,True
470,1,NGC 6106,244.696547,7.410922,37.16731654792388,21.01097865459032,22.961486481123615,CF4,-22.186,10.1864,15360310683.850302,9.619,9.362602,9.228579,,,31.805,,,,,0.0048329997807741,True
471,1,NGC 7513,348.30867,-28.3575417,-68.27391019703488,23.959602821204808,16.865530253887425,CF4,-22.184000000000005,10.185600000000004,15332041990.349236,8.951,8.453521,8.411788,,,31.135,,,,,0.0052169999107718,True
472,1,NGC 2690,133.1585094,-2.6032408,25.330346358352013,230.32829380856444,23.183177947998047,NED-LVS,-22.18286484378899,10.185145937515598,15316020448.877296,9.643,9.504897,9.488039,,,,,,,,0.0053599998354911,True
473,1,NGC 4531,188.5660831,13.0754858,75.38423104522718,286.13436143912224,15.374464569916888,CF4,-22.175000000000004,10.182000000000002,15205475297.325031,8.759,8.552529,8.585082,,30.934,,,,,,0.0003006646293215,True
474,1,NGC 3681,171.624143,16.8634333,67.8444646677381,236.13261430231657,24.6314640045166,NED-LVS,-22.172451127443093,10.180980450977238,15169820815.70534,9.785,8.880905,8.890702,,,,,,,,0.0041091018356382,True
475,1,NGC 2344,108.119509,47.1667482,22.94577475944818,170.25395873679122,19.3850154876709,NED-LVS,-22.17133076161615,10.180532304646462,15154175226.2251,9.266,8.889726,8.90915,,,,,,,,0.0032222291920334,True
476,1,NGC 4559,188.990119,27.9599586,86.4700281109732,198.4150804042219,8.91,LVG,-22.165388520184376,10.178155408073753,15071462874.040966,7.584,7.2174697,7.052802,29.68,,29.335,,6.0,10.3,7.6,0.0027149999514222,True
477,1,NGC 7309,338.5858025,-10.3569593,-53.65296831161062,53.752711536656896,23.399999618530273,NED-LVS,-22.164079251651096,10.17763170066044,15053299438.75332,9.682,9.378791,9.191424,,,,,,,,0.0133619997650384,True
478,1,NGC 4808,193.9538587,4.3041115,67.15195955510154,305.74340781225686,17.418068733916126,CF4,-22.161,10.1764,15010667325.703724,9.044,8.736751,8.54883,,,31.205,,,,,0.0025349999777972,True
479,1,IC 3322A,186.42734,7.2166544,69.17349824192547,284.716396022751,24.490632418447458,CF4,-22.157,10.1748,14955467727.443996,9.788,9.494278,9.331647,,,31.945,,,,,0.0033120000734925,True
480,1,NGC 1531,62.9970229,-32.8509329,-46.599153260012535,233.1319767383322,13.0,NED-LVS,-22.148716761534185,10.171486704613674,14841804430.276316,8.421,9.455676,9.418937,,,,,,,,0.0039690001867711,True
481,1,NGC 7233,333.9539459,-45.8466119,-54.05607687584989,351.11590129372865,22.700000762939453,NED-LVS,-22.142129358948075,10.168851743579232,14752028528.498486,9.638,9.10263,9.086977,,,,,,,,0.0061409999616444,True
482,1,NGC 1809,75.5208367,-69.568019,-34.748891547137475,280.758431406149,19.81527025805098,CF4,-22.135,10.166,14655478409.559128,9.35,9.137027,8.968652,,,31.485,,,,,0.0043359999544918,True
483,1,NGC 4312,185.6302205,15.5382075,76.60444369298774,271.3761852709773,15.310874616820303,CF4,-22.131000000000004,10.164400000000002,14601584968.117945,8.794,8.534827,8.493489,,31.034,30.245,,,,,0.0005264314240776,True
484,1,NGC 3485,165.0099112,14.8416787,61.33670067635057,232.63934186707525,20.708721160888672,NED-LVS,-22.125766402261156,10.162306560904463,14531369997.235334,9.455,9.238953,9.25111,,,,,,,,0.0047900001518428,True
485,1,NGC 4387,186.4236575,12.8105836,74.46573284138583,278.8452330221488,17.988709151287864,CF4,-22.122,10.160800000000002,14481048230.513788,9.153,9.050856,9.0929365,,31.284,,30.796,,,,0.0017936750082299,True
486,1,ESO 358- G 063,56.57898,-34.94335,-52.03939990008913,235.85778857688075,17.906058540352948,CF4,-22.121,10.160400000000005,14467716832.477316,9.144,8.518035,8.393486,,,31.265,,,,,0.0064340000972151,True
487,1,NGC 3248,156.9392966,22.8471876,57.27167732431237,212.37450622461375,21.35968589782715,NED-LVS,-22.113974309703146,10.15758972388126,14374399932.874456,9.534,9.355121,9.382186,,,,,,,,0.0049399998970329,True
488,1,NGC 2787,139.827594,69.2032327,38.04673206938733,144.0457509797977,7.48,LVG,-22.10650798932231,10.154603195728924,14275890092.080095,7.263,7.1750727,7.2091446,,29.384,,,1.0,11.8,7.3,0.0023219999857246,True
489,1,NGC 1377,54.1628041666667,-20.9019583333333,-51.93069460844731,212.70114785961383,23.15262985229492,NED-LVS,-22.106001643178395,10.15440065727136,14269233911.167452,9.717,9.510849,8.260103,,,,,,,,0.0059770001098513,True
490,1,IC 5273,344.8612364,-37.7028515,-64.23760248120044,1.6418518058640736,14.825180851459535,CF4,-22.10100000000001,10.152400000000004,14203651240.480238,8.754,8.543229,8.4638815,,,30.855,,,,,0.004311999771744,True
491,1,IC 1953,53.4244103,-21.4787057,-52.75977837740827,213.26642291110664,22.428842544555664,NED-LVS,-22.100034310517874,10.152013724207151,14191023662.54071,9.654,9.131323,9.007853,,,,,,,,0.006200956646353,True
492,1,NGC 2685,133.8947032,58.7344189,38.895775735148945,157.77945146491717,12.31184196472168,NED-LVS,-22.0976151611924,10.151046064476962,14159439574.553911,8.354,8.205823,8.12048,,,,,,,,0.0029450000729411,True
493,1,NGC 3032,148.0339633,29.2362146,50.671733312545896,199.01133784181857,22.32543861616743,CF4,-22.096,10.1504,14138391390.945686,9.648,9.29808,9.276064,,31.744,,,,,,0.0051739998161792,True
494,1,IC 2995,181.4459134,-27.9401691,33.85197730939908,290.7797783883743,19.18668740670289,CF4,-22.095999999999997,10.1504,14138391390.94563,9.319,9.527813,9.340253,,,31.415,,,,,0.0061019998975098,True
495,1,NGC 5577,215.3047461,3.4359153,58.03982163353909,348.9859401013647,23.280912576650092,CF4,-22.088,10.147200000000002,14034598729.211811,9.747,9.511095,9.4167185,,,31.835,,,,,0.0049669998697936,True
496,1,NGC 2781,137.8646389,-14.8166933,22.145394251270055,244.17964095621943,13.0936918258667,NED-LVS,-22.085310575590434,10.146124230236175,13999877327.57913,8.5,8.283672,8.310021,,,,,,,,0.0068479999899864,True
497,1,NGC 2848,140.0408929,-16.5258369,22.70176695354991,247.0422108060047,20.090928126087288,CF4,-22.078000000000003,10.143200000000002,13905928754.654516,9.437,9.237492,9.181297,,,31.515,,,,,0.0067909997887909,True
498,1,NGC 0063,4.4396417,11.450319,-50.56557845924843,109.8741951449936,18.492686189780787,CF4,-22.078000000000003,10.143200000000002,13905928754.654516,9.257,9.101708,9.026383,,31.314,31.365,,,,,0.0038689998909831,True
