763 21.289 0.008 1 0.836 0.836   0.499   0.097   0.081   0.067  0  0  2
775 20.051 0.002 1 0.783 0.783   0.795   0.028   0.267   0.024 24 24  2
777 20.916 0.005 1 0.910 0.910   0.818   0.078   0.377   0.044  0  0  2
779 21.364 0.008 1 0.885 0.885   0.536   0.144   0.122   0.090  0  0  2
780 20.473 0.003 1 0.919 0.919   0.718   0.087   0.218   0.060 30 30  2
787 19.875 0.003 1 0.766 0.766   0.405   0.018   0.089   0.014 10 10  2
794 21.162 0.009 1 0.843 0.843   0.729   0.088   0.189   0.051  0  0  2
798 21.369 0.011 1 0.826 0.826   0.527   0.120   0.184   0.080  0  0  2
799 21.199 0.015 2 0.903 0.903   0.448   0.084   0.143   0.054  0  0  2
800 20.314 0.003 1 0.858 0.858   0.659   0.064   0.167   0.048 30 20  1
801 20.687 0.005 1 0.872 0.872   0.699   0.075   0.071   0.053  0  0  2
802 21.400 0.008 1 0.854 0.854   0.494   0.123   0.166   0.090  0  0  2
803 20.388 0.006 1 0.857 0.857   0.572   0.076   0.196   0.053 30 20  2
805 21.456 0.010 1 0.886 0.886   0.438   0.142   0.107   0.096  0  0  2
807 20.622 0.004 1 0.831 0.831   0.642   0.068   0.114   0.051  0  0  2
808 20.886 0.005 1 0.879 0.879   0.462   0.107   0.100   0.096  0  0  2
814 21.462 0.010 1 0.956 0.956   0.450   0.127   0.094   0.077  0  0  2
815 21.485 0.007 1 0.883 0.883   0.621   0.079   0.050   0.049  0  0  2
816 21.278 0.004 1 0.879 0.879   0.302   0.611   0.301   0.263  0  0  2
817 21.482 0.007 1 0.891 0.891   0.571   0.102   0.197   0.060  0  0  2
818 20.438 0.004 1 0.779 0.779   0.587   0.027   0.198   0.020 20 20  2
819 20.969 0.005 1 0.896 0.896   0.642   0.082   0.156   0.057  0  0  2
823 19.857 0.002 1 0.868 0.868   0.614   0.039   0.118   0.037 30 30  2
824 20.804 0.004 1 0.842 0.842   0.591   0.067   0.117   0.046  0  0  2
825 19.360 0.002 1 0.740 0.740   0.322   0.010   0.066   0.011 10 10  2
828 20.674 0.004 1 0.976 0.976   0.444   0.150   0.099   0.105  0  0  2
835 21.171 0.006 1 0.856 0.856   0.514   0.081   0.087   0.055  0  0  1
838 19.859 0.004 1 0.755 0.703   0.765   0.030   0.257   0.023 24 24 13
839 18.776 0.001 1 0.752 0.752   0.256   0.006   0.034   0.005 10 10  2
840 21.368 0.008 1 0.873 0.873   0.667   0.107   0.348   0.062  0  0  1
841 20.147 0.003 1 0.888 0.888   0.808   0.065   0.328   0.043 30 30  1
842 20.851 0.006 1 0.779 0.779   0.463   0.048   0.219   0.038  0  0  2
843 21.314 0.006 1 0.871 0.871   0.488   0.102   0.073   0.079  0  0  2
844 21.472 0.007 1 0.897 0.897   0.586   0.109   0.161   0.081  0  0  2
845 20.742 0.004 1 0.867 0.867   0.636   0.073   0.226   0.053  0  0  2
847 21.340 0.006 1 0.834 0.834 -99.000 -99.000 -99.000 -99.000  0  0  2
848 19.714 0.003 1 0.722 0.722   0.446   0.016   0.056   0.014 10 10  2
850 21.065 0.006 1 0.862 0.862   0.385   0.084   0.142   0.065  0  0  2
851 20.827 0.004 1 0.806 0.806   0.599   0.057   0.220   0.047  0  0  2
852 19.140 0.002 1 0.730 0.730   0.363   0.007   0.141   0.005 10 10  1
853 20.758 0.005 1 0.823 0.823   0.568   0.060   0.209   0.043  0  0  1
856 21.028 0.005 1 0.827 0.827   0.472   0.080   0.227   0.062  0  0  2
857 21.147 0.004 1 0.884 0.884   0.372   0.058   0.348   0.056  0  0  2
858 21.002 0.004 1 0.814 0.814 -99.000 -99.000 -99.000 -99.000  0  0  2
859 20.522 0.004 1 0.774 0.774   0.460   0.042   0.191   0.036 10 10  2
860 20.809 0.005 1 0.871 0.871   0.577   0.085   0.210   0.070  0  0  2
865 21.326 0.006 1 0.839 0.839   0.476   0.080   0.183   0.057  0  0  2
867 20.236 0.003 1 0.749 0.749   0.587   0.034   0.253   0.030 24 24  1
868 19.984 0.003 1 0.757 0.757   0.799   0.017   0.241   0.011 24 24  2
